transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_145023	CCDC7	1461	1461	-4.77474558346	-5.37889127613	-4.96531318599	-6.01550595065	-7.86748201402	-6.09227784918	-6.03366247489
NM_207012	AP3M1	1257	1257	-4.78080172193	-5.37238733352	-4.94224828727	-6.24689751132	-7.60177561413	-6.5097466425	-6.09897741313
NM_002775	HTRA1	1443	1443	-4.69070308989	-5.18065779865	-4.90001352678	-6.22501275473	-7.59222909159	-6.23856983854	-6.03904635973
NM_032199	ARID5B	3567	3567	-4.27826389254	-4.7844872779	-4.46374234467	-5.83327356007	-7.69176533086	-6.39667942724	-5.64600958148
NM_152311	CLRN3	681	681	-4.96106952763	-5.43344892295	-5.16329066323	-6.55996890129	-7.7469853411	-7.03427280211	-6.36516557891
NM_005028	PIP4K2A	1221	1221	-4.69101057613	-5.19016940428	-4.88434404974	-6.47934110948	-7.84279622789	-6.28521818239	-6.11159702688
NM_019053	EXOC6	2415	2415	-4.5355568938	-5.14050935422	-4.71136115158	-5.81343429763	-7.65884831286	-6.04333573337	-5.81539555573
NM_020987	ANK3	13134	13134	-3.75842061282	-4.29689040396	-3.93425176649	-5.24392332081	-7.81496641943	-5.72786817371	-5.07991567887
NM_001171610	LDB3	2199	2199	-4.40805116756	-4.9145588973	-4.59591764109	-6.00266524416	-7.69746238933	-6.27146723702	-5.85608746146
NM_003893	LDB1	1128	1128	-4.69947709879	-5.26611914536	-4.86636906324	-6.26271935316	-7.83418036045	-6.4039566671	-6.14600359117
NM_018180	DHX32	2232	2232	-4.53843902396	-5.08846900018	-4.71342388196	-6.00706161802	-7.66174636972	-6.36035278265	-5.84961850055
NM_020682	AS3MT	1128	1128	-4.82418369951	-5.38545368704	-4.99768604663	-6.41349574739	-7.86665844811	-6.37583049269	-6.14600359117
NM_032772	ZNF503	1941	1941	-4.33883157828	-4.72930348365	-4.57569499929	-6.24312481481	NA	-7.34505161269	-5.91028715543
NM_017433	MYO3A	4851	4851	-4.21390466706	-4.80774717856	-4.38486277027	-5.55809997099	-7.84801300416	-5.81371412078	-5.51248141619
NM_020348	CNNM1	2856	2856	-4.43949171402	-4.95566834649	-4.61042157659	-6.13995840317	-7.55510853587	NA	-5.74255448772
NM_017649	CNNM2	2628	2628	-4.27696116317	-4.75579767329	-4.46614832105	-5.97027295095	-7.71527131392	-7.58675010257	-5.77868732993
NM_006229	PNLIPRP1	1404	1404	-4.70572332577	-5.243417518	-4.89505745191	-6.19980788425	-7.87700248056	-6.21878188329	-6.05094558303
NM_001011709	PNLIPRP3	1404	1404	-4.7579183532	-5.35297269278	-4.92534824044	-6.27540731157	-7.86744993114	-6.21775197249	-6.05094558303
NM_005396	PNLIPRP2	1413	1412	-4.75098211545	-5.26257725453	-4.9261210699	-6.40054306528	-7.55689659109	NA	-6.0484779941
NM_015901	NUDT13	1059	1059	-4.87291062982	-5.45424771279	-5.04904020082	-6.20090924857	-7.72628984109	-6.51530466337	-6.17341673071
NM_000772	CYP2C18	1473	1473	-4.73722096767	-5.33229573571	-4.89230256717	-6.32592634705	-7.74878853217	-6.44759758167	-6.03010994398
NM_001243780	FAM213A	690	690	-5.02520950676	-5.59606474682	-5.20716497742	-6.31172092155	-7.54470664753	-6.74811527751	-6.35946360008
NM_000724	CACNB2	1818	1818	-4.52828040528	-5.08831498855	-4.69966944062	-6.01483578818	-7.59953337347	-6.29251808743	-5.93871881193
NM_078469	BCCIP	879	879	-4.89241733607	-5.39826950813	-5.08646811066	-6.47698513093	-7.70120124815	-6.57510277138	-6.25432381575
NM_001005368	ZNF32	822	822	-4.97724660284	-5.52170082127	-5.15965516288	-6.26414799543	-7.70919338642	-7.37593692389	-6.28344087328
NM_021045	ZNF248	1740	1740	-4.71171720274	-5.27604471806	-4.87986734497	-6.10506021882	-7.74642271719	-6.86722522233	-5.95776344254
NM_005411	SFTPA1	747	747	-4.96159009352	-5.4907640346	-5.14698081382	-6.38588765328	-7.74433289738	-6.86536618977	-6.32499208901
NM_005097	LGI1	1674	1674	-4.65339780426	-5.19320324616	-4.83635838673	-6.04712481997	-7.60091049413	-6.51527152374	-5.97455723716
NM_001033858	DCLRE1C	1719	1719	-4.68388215669	-5.25821912886	-4.85851270101	-6.03299231529	-7.87585766376	-6.40045528559	-5.96303681413
NM_014881	DCLRE1A	3123	3123	-4.42728133512	-4.99226961429	-4.59880119666	-5.81708443092	-7.69679057098	-6.32322817791	-5.70374070659
NM_001080449	DNA2	3183	3183	-4.42002152003	-4.99555958137	-4.57793125252	-5.84517837628	-7.73771223715	-7.40432958115	-5.6954760522
NM_001007271	DUSP13	567	567	-5.15493087852	-5.65537760533	-5.34225898245	-7.01672036669	NA	-6.83871818865	-6.44472963193
NM_032727	INA	1500	1500	-4.5688869978	-5.03891797102	-4.76268946558	-6.31324595005	-7.70359924974	-7.18767405387	-6.02222143176
NM_001199868	GLRX3	1008	1008	-4.95653444352	-5.55792831422	-5.13934734695	-6.22414273702	-7.88386736946	-6.37667796166	-6.19485215871
NM_005308	GRK5	1773	1773	-4.50651731066	-5.02070117333	-4.70087129862	-6.0520148405	-7.69303775283	-6.0984255698	-5.94960395522
NM_173540	FUT11	1479	1479	-4.49266150979	-4.96229398766	-4.68639920517	-6.24997191263	-7.87818263762	-7.03780615355	-6.02834451682
NM_015631	TCTN3	1824	1824	-4.84057937723	-5.42071958153	-5.01791419717	-6.23308258283	-7.72607843314	-6.35639240665	-5.93728785683
NM_001244950	SPOCK2	1275	1275	-4.69331644051	-5.15929674324	-4.9118642818	-6.20050489519	-7.65791999518	-6.36618813803	-6.09280250605
NM_000818	GAD2	1758	1758	-4.53846447067	-5.04980103659	-4.73594303243	-6.00979517634	-7.70261392135	-6.18009516376	-5.95329382008
NM_001031709	RNLS	1029	1029	-4.84756563244	-5.39764877591	-5.02587284316	-6.31131173333	-7.70553376545	-6.56473523288	-6.18589731606
NM_007190	SEC23IP	3003	3003	-4.39632380923	-4.94806709802	-4.57786400808	-5.77726526606	-7.69629474898	-6.12128024554	-5.72075735862
NM_148977	PANK1	1797	1797	-4.54205477775	-5.04350127726	-4.7337162022	-6.09937729298	-7.65801173095	-6.42291438712	-5.94376461371
NM_001014797	KCNMA1	3549	3549	-4.23601946376	-4.74968264374	-4.42867036125	-5.77346538497	-7.60192252175	-5.88577469457	-5.64820669147
NM_001145547	RBM17	1206	1206	-4.73382926138	-5.28911599081	-4.92123198134	-6.05917486709	-7.69520388615	-6.35955468862	-6.11696538302
NM_152751	BEND7	1407	1407	-4.69654460196	-5.24007095213	-4.87850830446	-6.07588144354	-7.74641344426	-6.5638318375	-6.05001859339
NM_024803	TUBAL3	1341	1341	-4.66041285053	-5.18192598118	-4.83699013681	-6.2262564724	-7.74344474516	-6.94995490493	-6.07088391297
NM_001256617	TUBGCP2	2793	2793	-4.29185067949	-4.76314883458	-4.49565166576	-5.97529772066	NA	-6.08826994807	-5.75224175512
NM_012242	DKK1	801	801	-4.79408207293	-5.28411845173	-4.98860096102	-6.34251668426	-7.86520522506	-6.87354335847	-6.29468017474
NM_024747	HPS6	2328	2328	-4.49221326749	-5.01095220149	-4.67864026858	-5.8426880849	-7.55546543638	-7.67623235598	-5.83132971484
NM_000195	HPS1	2103	2103	-4.49714375437	-5.00569932715	-4.69065664436	-6.03732596022	-7.72668772783	-6.19458585141	-5.87547341813
NM_001300	KLF6	852	852	-4.81234608658	-5.29218264126	-5.01166825507	-6.38301069604	-7.74270872797	-6.8701773384	-6.26787309605
NM_001198525	TCF7L2	1431	1431	-4.54944004383	-5.0259999447	-4.7693989938	-6.04904223154	-7.71539852385	-6.05410625125	-6.04267305706
NM_004641	MLLT10	3084	3084	-4.39906943642	-4.95588749146	-4.58356299801	-5.74291050961	-7.68939774138	-6.04036674824	-5.70919832144
NM_015190	DNAJC9	783	783	-4.88079245929	-5.40533153539	-5.07895967229	-6.15940404145	-7.70403995097	-6.75472785699	-6.30455092876
NM_002216	ITIH2	2841	2841	-4.36651145777	-4.87584725167	-4.55994092909	-5.90386203868	-7.88274117212	-6.05263907716	-5.7448414571
NM_030569	ITIH5	2829	2825	-4.31613338653	-4.81914831229	-4.505714764	-5.89811690778	-7.74707203662	-6.19788576716	-5.74729423866
NM_145314	UCMA	417	417	-5.11330584895	-5.65534345923	-5.29467221607	-6.66752267132	-7.66788629644	-6.73987095382	-6.57817663585
NM_152635	OIT3	1638	1638	-4.54585852817	-5.08552352563	-4.72542547584	-6.03466191186	-7.69416374481	-6.31894030379	-5.9839987934
NM_013266	CTNNA3	2688	2688	-4.44022975942	-5.02355876449	-4.60853929571	-5.87506976099	-7.74817878106	-6.07797160762	-5.76888342644
NM_173496	MPP7	1731	1731	-4.62483377056	-5.16680327993	-4.81881077288	-6.02869539664	-7.68808665365	-6.10882345745	-5.96001562295
NM_152230	IPMK	1251	1251	-4.75882661314	-5.28382146745	-4.95122755096	-6.09938302024	-7.78123995204	-6.65285550673	-6.10105538113
NM_018706	DHTKD1	2760	2760	-4.35288915732	-4.88489224723	-4.53866970469	-5.77016690454	-7.69538473837	-6.16068685288	-5.75740360876
NM_005972	PPYR1	1128	1128	-4.76047724035	-5.25877499602	-4.94397075105	-6.36493361212	-7.86214442958	-7.59123482975	-6.14600359117
NM_015062	PPRC1	4995	4995	-4.16688004226	-4.73665284487	-4.33256940218	-5.57191524582	-7.81572027449	-6.24767322747	-5.49977719826
NM_001786	CDK1	894	894	-5.00691777671	-5.62402754128	-5.16776831123	-6.37246230798	-7.68968584014	-6.64777119172	-6.24697517202
NM_001080998	FRG2B	837	837	-4.95828603582	-5.53673062613	-5.11857230816	-6.32566613874	-7.71815221677	NA	-6.27558723283
NM_003972	BTAF1	5550	5550	-4.16081882525	-4.75268601144	-4.33460105827	-5.46083660669	-7.8154662029	-5.78966962952	-5.4540197077
NM_001105521	JAKMIP3	2535	2535	-4.33972574712	-4.83517715833	-4.52637064877	-5.86578164307	NA	NA	-5.79433472715
NM_032372	DYDC2	534	534	-5.23729253156	-5.83489363498	-5.39886393212	-6.64172244463	-7.72688628891	-7.04858572134	-6.47077143379
NM_138812	DYDC1	534	534	-5.20543323444	-5.83204983435	-5.37119143861	-6.57168452993	-7.6920474432	-6.66465363104	-6.47077143379
NM_015490	SEC31B	3540	3540	-4.34735152869	-4.90275421183	-4.52685992745	-5.78889609002	-7.87569850152	-5.97206848571	-5.64930942879
NM_000392	ABCC2	4638	4638	-4.21320962293	-4.772078523	-4.39341611132	-5.62637798191	-7.71326124389	-5.823307379	-5.53198194652
NM_018649	H2AFY2	1119	1119	-4.66698258535	-5.12991964208	-4.87333306025	-6.40947230616	-7.6921301847	-6.49774506632	-6.14948260429
NM_001145031	PLAU	1245	1245	-4.7173723451	-5.26685932804	-4.89557748253	-6.15955316628	-7.74613849265	-6.47839576143	-6.10314333939
NM_022466	IKZF5	1260	1260	-4.78152618801	-5.36583925895	-4.93877308913	-6.21677960449	-7.6959367533	-7.04774986393	-6.0979421457
NM_001005339	RGS10	546	546	-5.13147380491	-5.64505254562	-5.33195113724	-6.5378621109	-7.60012585557	-6.81731389517	-6.46112004812
NM_006327	TIMM23	630	630	-4.96607327052	-5.49467788098	-5.18228768863	-6.1975056505	-7.74838758388	-6.41275765476	-6.39897214137
NM_001105574	HMX3	1074	1074	-4.69626342384	-5.12275698715	-4.91594880904	-6.387820649	NA	-7.37149839202	-6.16730840946
NM_005519	HMX2	822	822	-4.65378695705	-5.09184810901	-4.86246972402	-6.50966516031	-7.72579451504	-7.34272801681	-6.28344087328
NM_018237	CCAR1	3453	3453	-4.34310284331	-4.97256436	-4.51263744273	-5.52908599517	-7.545360206	-5.98735732133	-5.66011611247
NM_016320	NUP98	5403	5403	-4.15609094486	-4.75033258996	-4.32061996764	-5.58222394109	-7.7215514869	-5.79347438319	-5.46567772328
NM_001005469	OR5B3	945	945	-4.96884591561	-5.53959461188	-5.1197515669	-6.62948677455	-7.86326411404	-7.73368603383	-6.22288088231
NM_198185	OVCH2	1698	1698	-4.7209909566	-5.28957058311	-4.88287848176	-6.12895991787	NA	-7.40981960856	-5.96837500491
NM_004585	RARRES3	495	495	-5.09935936824	-5.65742246509	-5.26495228806	-6.7671601408	-7.74826783482	-6.87833806807	-6.50370749189
NM_015055	SWAP70	1758	1758	-4.67825761261	-5.2832394541	-4.8430162669	-6.02111320511	-7.66297138163	-6.3572932045	-5.95329382008
NM_015430	PAMR1	2214	2214	-4.50099330015	-5.05937392326	-4.68097598944	-5.84303255402	-7.60294963545	-6.28237920195	-5.85313507428
NM_001004064	OR8J3	948	948	-4.94821025778	-5.52313003677	-5.09959209362	-6.55328368912	-7.83312691578	-7.63625182117	-6.22150435348
NM_003654	CHST1	1236	1236	-4.4762948028	-4.9565555852	-4.66774876245	-6.09135245689	-7.66242522571	-7.65868828173	-6.10629422007
NM_000062	SERPING1	1503	1503	-4.714145195	-5.25020454724	-4.88664758421	-6.34747873383	-7.74490629951	-6.61464433584	-6.02135371023
NM_004314	ART1	984	984	-4.79352606999	-5.36487770183	-4.96400163989	-6.12373859228	-7.69594959765	-6.87250083445	-6.20531759239
NM_053017	ART5	876	876	-4.92702953695	-5.49247532	-5.09555431346	-6.29572930748	-7.77685857199	-7.19248326727	-6.25580858465
NM_006442	DRAP1	618	618	-4.93082575197	-5.3830586166	-5.14327081141	-6.79377589793	-7.71264981643	-6.66342453041	-6.40732421573
NM_012308	KDM2A	3489	3489	-4.25492619416	-4.86403776649	-4.40707849891	-5.56170204247	-7.87904645728	NA	-5.65561172137
NM_001005470	OR4B1	930	930	-4.93716989561	-5.47955128669	-5.10082755185	-6.5468811947	-7.72593649541	-7.95702526465	-6.22982974227
NM_019604	CRTAM	1182	1182	-4.81026179998	-5.3414850962	-5.00175177643	-6.26605087093	-7.67105705359	-6.39734961617	-6.12569521428
NM_013280	FLRT1	2025	2025	-4.35754738221	-4.83238773348	-4.54384753274	-6.26168943325	-7.54349520525	-7.57097627122	-5.89188766327
NM_003986	BBOX1	1164	1164	-4.83713917172	-5.41581000473	-5.0054345602	-6.25438805152	-7.74833340205	-6.58337213019	-6.13235971051
NM_001558	IL10RA	1737	1737	-4.62126954112	-5.14435715994	-4.80453156606	-6.10191349825	-7.66210641577	-6.60338369526	-5.95851287237
NM_000614	CNTF	603	603	-5.04787481357	-5.65296239869	-5.1958069837	-6.52551011987	-7.68957950427	-7.36335575867	-6.41799537868
NM_005169	PHOX2A	855	855	-5.07376930577	-5.54469012843	-5.26617344112	-6.99549243555	-7.74300540229	-7.32042965762	-6.26634657609
NM_006760	UPK2	555	555	-5.04267301334	-5.58908894005	-5.21835074581	-6.88401943879	-7.84373703338	-6.53033889683	-6.4540197077
NM_153445	OR5P3	936	936	-4.96743372183	-5.52203070849	-5.12316572944	-6.69085194108	-7.6967822137	-7.7380808239	-6.22703684208
NM_153444	OR5P2	969	969	-4.92954439764	-5.47146416009	-5.09312524305	-6.56486971783	-7.5663000929	-7.83120470169	-6.21198891377
NM_001040455	SIDT2	2499	2499	-4.32169513945	-4.82982628854	-4.51693632384	-5.87856172108	-7.71230256445	-5.94914913741	-5.80054643469
NM_015080	NRXN2	5139	5139	-4.06043515866	-4.55836608313	-4.24946350823	-5.74006020301	-7.74321143864	-5.91297275997	-5.48743407314
NM_199337	TMEM179B	660	660	-4.96821866207	-5.48878580655	-5.15411574491	-6.51209941339	-7.74821728352	-6.75409654939	-6.37876875528
NM_001080546	TMEM218	348	348	-5.24450703584	-5.71391345836	-5.45565660986	-6.82397741612	-7.68199254302	-7.04748213676	-6.65673344687
NM_013265	C11orf2	2349	2349	-4.334911729	-4.83582780634	-4.5142372965	-6.15593030089	-7.72176154538	-6.4771088934	-5.82742967404
NM_001004711	OR4D9	945	945	-4.8964996298	-5.44794965839	-5.06090623345	-6.40784267211	-7.70924565536	-7.61596499934	-6.22288088231
NM_001127392	C11orf9	3456	3456	-4.28942659592	-4.78980964873	-4.48232917883	-5.95223174623	-7.74434674823	-5.97534805416	-5.65973895701
NM_001039165	MRGPRE	936	936	-4.81110534992	-5.27901052538	-5.0065816976	-6.50239479836	NA	-7.60784793578	-6.22703684208
NM_015459	ATL3	1626	1626	-4.69389672303	-5.28071202468	-4.87581101479	-5.94538303641	-7.59128542396	-6.27938384319	-5.98719214956
NM_001164160	PPP6R3	2640	2640	-4.47354615931	-5.01510733931	-4.67243365356	-5.79808299892	-7.55282436776	-5.970337683	-5.77670876395
NM_015957	APIP	729	729	-5.00221063116	-5.59757360352	-5.17118630354	-6.39531783351	-7.8770139589	-6.57645130329	-6.3355851625
NM_022725	FANCF	1125	1125	-4.63883140018	-5.18828918625	-4.79501643658	-6.38073195792	-7.59204222764	-7.83039486605	-6.14716016837
NM_017508	SOX6	2415	2415	-4.47205093251	-5.0540475683	-4.64087192253	-5.82888235943	-7.74544704974	-6.27464032059	-5.81539555573
NM_004630	SF1	1920	1920	-4.52361115066	-5.08283586505	-4.68901517056	-6.14485629465	NA	-6.29599030644	-5.91501146212
NM_001142930	API5	1575	1575	-4.71740212141	-5.29134562727	-4.90224829104	-6.01276334526	NA	-6.2511191427	-6.00103213269
NM_024036	LRFN4	1908	1908	-4.50909618605	-4.98354942583	-4.69661958049	-6.36967967606	NA	-7.33865094366	-5.91773432045
NM_020643	C11orf16	1404	1404	-4.72462107298	-5.24467200589	-4.90819741569	-6.21421873012	-7.69175885709	-6.75626924645	-6.05094558303
NM_003311	PHLDA2	459	459	-4.92200481042	-5.40731977304	-5.10217367747	-6.89560550201	NA	-7.6587726878	-6.53650000528
NM_001242837	AP2A2	2823	2823	-4.32367969246	-4.80438650994	-4.51525109788	-5.9136703429	-7.74325172881	NA	-5.74760181267
NM_004584	RAD9A	1176	1176	-4.66487921465	-5.18360744711	-4.84337310294	-6.57547332828	-7.75707533261	-6.34191799459	-6.12790536908
NM_012200	B3GAT3	1008	1008	-4.72576900892	-5.27219764735	-4.89937639614	-6.18609455906	-7.65390915098	-6.74729749855	-6.19485215871
NM_054025	B3GAT1	1005	1005	-4.56378380779	-5.06018561232	-4.74940284795	-6.1931463757	-7.74258932854	-6.8823730981	-6.19614662906
NM_021134	MRPL23	462	462	-4.95351961328	-5.44690231812	-5.14885762068	-6.58137860589	-7.66349171391	-6.75922796147	-6.53367071526
NM_182553	CNIH2	483	483	-5.05478487831	-5.56924605638	-5.25130635298	-6.76603597783	-7.91380289176	-6.48340899714	-6.51436556007
NM_080491	GAB2	2031	2031	-4.48474973551	-5.04034610955	-4.65989931096	-5.87392758066	-7.65058482216	-6.39986546945	-5.89060276742
NM_001293	CLNS1A	714	714	-5.09333844249	-5.6316520316	-5.28817567542	-6.46639809861	-7.7483852189	-6.65557684415	-6.34461447904
NM_001005204	OR8U1	930	930	-4.97041536145	-5.53910497081	-5.12732798301	-6.49993547511	-7.67896695714	-7.72356868852	-6.22982974227
NM_198474	OLFML1	1209	1209	-4.80799763616	-5.40473203373	-4.97210521521	-6.06621510049	-7.83468671767	-7.06949295963	-6.11588638996
NM_001005175	OR52N4	966	966	-4.95484795996	-5.56714845335	-5.09584085026	-6.45864041875	-7.72529923731	NA	-6.2133355644
NM_198516	GALNTL4	1824	1824	-4.47400964989	-4.99546955738	-4.65589292117	-6.03969217062	-7.68205853424	-6.34755208249	-5.93728785683
NM_001042463	TMEM80	507	507	-5.08320558094	-5.52106943918	-5.30701028126	-6.85983565211	-7.69598443821	-6.8122086811	-6.49330473149
NM_152264	SLC39A13	1095	1095	-4.68907114385	-5.16316967125	-4.89222775975	-6.38746936424	-7.86388587595	-6.452140272	-6.15889857164
NM_001242481	EIF1AD	498	498	-5.18820695167	-5.77226667277	-5.35693888483	-6.70153545196	-7.74484352628	-6.74232396521	-6.50108334806
NM_020809	ARHGAP20	3576	3576	-4.35574029381	-4.92565541144	-4.52527977178	-5.78494714657	-7.89530990107	-6.13869050287	-5.6449151807
NM_145053	UBQLNL	1428	1428	-4.78096848144	-5.373185941	-4.94155131896	-6.07434950394	-7.72661881891	-7.65236724328	-6.04358448338
NM_001005283	OR9Q2	945	945	-4.82254807273	-5.35507998512	-4.99581371674	-6.30442311648	-7.86607623494	-7.59178372567	-6.22288088231
NM_144664	FAM76B	1020	1020	-4.89509804919	-5.48508838012	-5.0685680579	-6.29874830533	-7.77798967869	-6.39726922344	-6.18971251906
NM_001005212	OR9Q1	933	933	-4.91547977131	-5.45643657846	-5.07754699464	-6.60567001553	-7.84611502334	-7.59239023006	-6.22843104707
NM_015104	ATG2A	5817	5817	-3.9805116019	-4.49424850989	-4.16528508523	-5.57930305413	-7.74476154418	-5.8106649525	-5.43361362702
NM_025128	MUS81	1656	1656	-4.53854652468	-5.10099813401	-4.71965519649	-5.90349952571	-7.7449012846	-6.1704423408	-5.97925235837
NM_001004744	OR5R1	975	975	-4.92494460182	-5.48586012235	-5.08146595958	-6.51690248923	-7.88558078632	-7.89183685723	-6.20930807512
NM_001143993	RASSF7	1014	1014	-4.960831335	-5.5385310872	-5.11462940633	-6.51549346622	NA	-7.18909967268	-6.19227473582
NM_020228	PRDM10	3483	3483	-4.2127313285	-4.74248663323	-4.39798568312	-5.63606040008	-7.55385575169	-6.07347960791	-5.65635921636
NM_001876	CPT1A	2322	2322	-4.33204894332	-4.83620203578	-4.53083672546	-5.82274125187	-7.83278186188	-6.00087709471	-5.83245047542
NM_152313	SLC36A4	1515	1515	-4.73838124918	-5.30322280874	-4.90985239997	-6.36942207443	-7.57675822302	-6.27603054118	-6.01790005798
NM_001198845	RBM14-RBM4	1020	1020	-4.55151536646	-5.03515303397	-4.73877214989	-6.25303853743	-7.88393239437	-7.36468577412	-6.18971251906
NM_001012710	KRTAP5-10	609	609	-5.09083382128	-5.59242427508	-5.27243722975	-6.75897881505	-7.74341039568	-7.61765323074	-6.41369539819
NM_001005405	KRTAP5-11	471	471	-5.27174127843	-5.81186969622	-5.44301066949	-6.78416440375	-7.74347354587	-7.73186267467	-6.52529178369
NM_032681	SPRYD5	1359	1359	-5.01252715979	-5.59114229659	-5.18511240846	-6.37978376021	-7.68038389168	-6.73409489378	-6.06509323409
NM_033310	KCNK4	1182	1182	-4.65893342652	-5.12132714138	-4.86160574204	-6.37984840041	NA	-6.70143765704	-6.12569521428
NM_015231	NUP160	4311	4311	-4.21494826264	-4.80715099465	-4.3884346075	-5.53412661751	-7.65089342513	-5.8124579234	-5.56373466797
NM_030962	SBF2	5550	5550	-4.15868153176	-4.74673590789	-4.33106896208	-5.52912297055	-7.66968137957	-5.73532407053	-5.4540197077
NM_173573	C11orf35	1905	1905	-4.49343319662	-4.98665082135	-4.67847607115	-6.09232921119	-7.75618755099	NA	-5.91841771081
NM_170746	C11orf31	369	369	-5.148304952	-5.62048375474	-5.34482262886	-6.82020807217	-7.40569980006	NA	-6.63128632466
NM_020193	C11orf30	3969	3969	-4.28665689848	-4.86140841903	-4.4543450757	-5.71404172615	-7.69330137922	-6.07410290524	-5.59963159191
